,Season,Year,Month,Hour,Holiday,Weekday,Working day,Weather situation,Temperature (normalized),Feels-like temperature (normalized),Humidity (normalized),Windspeed,Rental bikes count
6196,Winter,0,1,13,0,1,1,Misty and/or cloudy,0.16,0.2273,0.59,0.0,54
6197,Spring,0,6,3,0,6,0,Clear or partly cloudy,0.52,0.5,0.59,0.1045,18
6198,Winter,0,1,16,0,2,1,Misty and/or cloudy,0.16,0.1515,0.86,0.2239,76
6199,Spring,0,6,13,0,4,1,Clear or partly cloudy,0.8,0.6818,0.24,0.3582,203
6200,Fall,0,12,18,0,3,1,Misty and/or cloudy,0.36,0.3485,0.62,0.1642,390
6201,Winter,1,1,7,0,0,0,Clear or partly cloudy,0.12,0.1212,0.54,0.2836,17
6202,Winter,1,1,21,0,0,0,Misty and/or cloudy,0.44,0.4394,0.67,0.2537,71
6203,Spring,1,3,2,0,1,1,Clear or partly cloudy,0.46,0.4545,0.88,0.2239,20
6204,Spring,0,3,8,0,6,0,Clear or partly cloudy,0.22,0.2273,0.44,0.1343,66
6205,Spring,1,6,12,0,5,1,Clear or partly cloudy,0.7,0.6364,0.45,0.1642,403
6206,Winter,0,3,9,0,1,1,Clear or partly cloudy,0.22,0.1818,0.64,0.4627,134
6207,Fall,1,11,18,0,0,0,Clear or partly cloudy,0.26,0.2576,0.44,0.1642,141
6208,Spring,1,6,3,0,0,0,Clear or partly cloudy,0.52,0.5,0.63,0.1045,50
6209,Winter,0,2,16,0,2,1,Clear or partly cloudy,0.22,0.2273,0.51,0.1642,86
6210,Winter,1,1,20,0,4,1,Misty and/or cloudy,0.4,0.4091,0.82,0.1343,224
6211,Spring,0,6,10,0,5,1,Clear or partly cloudy,0.7,0.6515,0.58,0.194,170
6212,Fall,1,9,12,0,1,1,Clear or partly cloudy,0.56,0.5303,0.35,0.2985,342
6213,Fall,1,10,9,0,3,1,Misty and/or cloudy,0.62,0.5758,0.83,0.194,362
6214,Fall,1,10,5,0,5,1,Misty and/or cloudy,0.52,0.5,0.88,0.1045,50
6215,Spring,1,5,1,0,6,0,Clear or partly cloudy,0.5,0.4848,0.48,0.0,104
6216,Fall,1,11,14,0,2,1,Clear or partly cloudy,0.36,0.3636,0.4,0.1045,240
6217,Spring,0,5,21,0,2,1,Clear or partly cloudy,0.54,0.5152,0.52,0.0,203
6218,Spring,1,6,1,0,1,1,Clear or partly cloudy,0.66,0.6212,0.74,0.1642,24
6219,Spring,1,5,16,0,3,1,Clear or partly cloudy,0.72,0.6667,0.51,0.1642,398
6220,Fall,0,11,11,0,1,1,Misty and/or cloudy,0.52,0.5,0.83,0.1045,128
6221,Fall,0,12,17,0,0,0,Clear or partly cloudy,0.38,0.3939,0.76,0.1343,245
6222,Winter,0,2,10,0,2,1,Misty and/or cloudy,0.16,0.2273,0.93,0.0,47
6223,Spring,0,6,14,0,6,0,Clear or partly cloudy,0.74,0.6515,0.33,0.2239,451
6224,Spring,1,5,2,0,6,0,Clear or partly cloudy,0.5,0.4848,0.51,0.1045,69
6225,Spring,1,5,18,0,1,1,Clear or partly cloudy,0.64,0.6061,0.73,0.1045,530
6226,Winter,1,1,13,0,6,0,Clear or partly cloudy,0.34,0.3182,0.57,0.2537,373
6227,Winter,1,2,16,1,1,0,Clear or partly cloudy,0.36,0.3788,0.29,0.1045,280
6228,Fall,0,10,3,0,1,1,Clear or partly cloudy,0.4,0.4091,0.82,0.0896,4
6229,Spring,0,5,23,0,2,1,Misty and/or cloudy,0.52,0.5,0.59,0.1343,81
6230,Fall,1,10,7,0,2,1,Light snow or light rain,0.58,0.5455,0.83,0.1045,260
6231,Spring,1,6,20,0,6,0,Clear or partly cloudy,0.76,0.6667,0.35,0.2239,363
6232,Fall,0,11,13,0,4,1,Misty and/or cloudy,0.34,0.303,0.49,0.4478,124
6233,Summer,1,7,6,0,2,1,Misty and/or cloudy,0.68,0.6364,0.79,0.1045,187
6234,Spring,0,3,11,0,2,1,Misty and/or cloudy,0.34,0.303,0.25,0.3881,81
6235,Winter,0,2,21,0,2,1,Clear or partly cloudy,0.2,0.197,0.47,0.2537,82
6236,Spring,1,6,4,0,4,1,Misty and/or cloudy,0.6,0.6212,0.56,0.2537,6
6237,Fall,1,12,23,0,2,1,Clear or partly cloudy,0.3,0.2879,0.52,0.2239,64
6238,Winter,0,1,8,0,3,1,Light snow or light rain,0.22,0.2121,0.87,0.2985,72
6239,Summer,missing,9,10,0,3,1,Misty and/or cloudy,0.6,0.5455,0.88,0.0,133
6240,Winter,1,1,8,0,6,0,Clear or partly cloudy,0.2,0.2273,0.8,0.0896,91
6241,Fall,0,10,21,1,1,0,Clear or partly cloudy,0.56,0.5303,0.88,0.0896,175
6242,Fall,1,10,21,0,2,1,Light snow or light rain,0.62,0.5455,0.94,0.1045,289
6243,Summer,0,8,23,0,0,0,Clear or partly cloudy,0.62,0.5909,0.73,0.1045,64
6244,Spring,0,5,missing,0,0,0,Clear or partly cloudy,0.5,0.4848,1.0,0.1045,33
6245,Winter,0,2,2,0,6,0,Misty and/or cloudy,0.24,0.2424,0.75,0.1642,17
6246,Fall,0,12,8,0,5,1,Clear or partly cloudy,0.36,0.3333,0.46,0.4179,459
6247,Spring,1,5,16,0,4,1,Clear or partly cloudy,0.74,0.6818,0.55,0.3582,390
6248,Summer,1,8,23,0,2,1,Clear or partly cloudy,0.68,0.6364,0.57,0.0,109
6249,Summer,1,7,16,0,1,1,Clear or partly cloudy,0.82,0.7727,0.52,0.1343,457
6250,Summer,1,8,20,0,0,0,Misty and/or cloudy,0.64,0.6061,0.73,0.194,274
6251,Winter,0,3,2,0,5,1,Misty and/or cloudy,0.18,0.1818,0.64,0.194,2
6252,Summer,1,9,7,0,4,1,Clear or partly cloudy,0.54,0.5152,0.77,0.0,571
6253,Winter,0,2,15,0,2,1,Clear or partly cloudy,0.22,0.197,0.35,0.3881,51
6254,Winter,0,12,5,0,5,1,Clear or partly cloudy,0.22,0.2576,0.75,0.0896,10
6255,Fall,0,10,4,0,1,1,Clear or partly cloudy,0.24,0.2879,0.87,missing,6
6256,Fall,0,10,17,0,3,1,Light snow or light rain,0.54,0.5152,0.94,0.2239,251
6257,Fall,0,10,2,0,6,0,Clear or partly cloudy,0.46,0.4545,0.63,0.4179,67
6258,Summer,0,8,1,0,4,1,Clear or partly cloudy,0.7,0.6364,0.45,0.1343,26
6259,Spring,0,5,22,0,5,1,Clear or partly cloudy,0.46,0.4545,0.72,0.2239,151
6260,Winter,1,12,20,0,1,1,Light snow or light rain,0.24,0.2424,0.93,0.1343,23
6261,Winter,0,1,5,0,5,1,Clear or partly cloudy,0.1,0.1364,0.54,0.0896,8
6262,Fall,1,12,15,0,6,0,Misty and/or cloudy,0.4,0.4091,0.62,0.0,484
6263,Winter,0,3,13,0,0,0,Clear or partly cloudy,0.46,0.4545,0.38,0.3881,221
6264,Fall,0,10,12,0,4,1,Misty and/or cloudy,0.62,0.5606,0.88,0.0,105
6265,Winter,1,12,12,0,4,1,Clear or partly cloudy,0.3,0.2727,0.49,0.4627,109
6266,Fall,0,10,3,0,5,1,Clear or partly cloudy,0.4,0.4091,0.87,0.0,10
6267,missing,0,4,2,0,1,1,Clear or partly cloudy,0.38,0.3939,0.66,0.2537,2
6268,Winter,1,1,14,0,2,1,Clear or partly cloudy,0.42,0.4242,0.38,0.2985,106
6269,Fall,0,12,4,0,0,0,Clear or partly cloudy,0.26,0.303,0.87,0.0,11
6270,Fall,0,12,16,0,2,1,Clear or partly cloudy,0.44,0.4394,0.54,0.0,238
6271,Spring,0,5,8,0,3,1,Clear or partly cloudy,0.64,0.6061,0.69,0.2239,531
6272,Fall,0,10,10,0,2,1,Misty and/or cloudy,0.6,0.5909,0.69,0.1343,149
6273,Summer,0,9,12,0,5,1,Misty and/or cloudy,0.52,0.5,0.45,0.0,251
6274,Summer,1,8,10,0,5,1,Clear or partly cloudy,0.76,0.7121,0.62,0.0896,256
6275,Spring,1,6,5,0,2,1,Light snow or light rain,0.48,0.4697,0.82,0.1642,36
6276,Winter,0,3,6,0,0,0,Clear or partly cloudy,0.34,0.3636,0.66,0.0,2
6277,Fall,1,11,3,0,4,1,Misty and/or cloudy,0.26,0.2879,0.7,0.0896,2
6278,Summer,1,9,6,0,4,1,Clear or partly cloudy,0.44,0.4394,0.77,0.0,170
6279,Summer,0,8,15,0,1,1,Clear or partly cloudy,0.84,0.7576,0.41,0.2985,126
6280,Spring,0,6,6,0,6,0,Clear or partly cloudy,0.7,0.6515,0.61,0.1343,40
6281,Fall,0,11,2,0,6,0,Clear or partly cloudy,0.24,0.2424,0.56,0.1642,46
6282,Summer,0,7,21,0,2,1,Clear or partly cloudy,0.82,0.7424,0.43,0.1045,258
6283,Winter,1,2,16,0,1,1,Clear or partly cloudy,0.54,0.5152,0.26,0.4478,286
6284,Winter,1,12,22,0,0,0,Clear or partly cloudy,0.2,0.197,0.55,0.194,36
6285,Summer,1,8,7,0,6,0,Clear or partly cloudy,0.72,0.697,0.77,0.1642,67
6286,Winter,1,2,18,0,0,0,Clear or partly cloudy,0.34,0.3182,0.36,0.2836,216
6287,Winter,0,2,15,0,3,1,Misty and/or cloudy,0.2,0.1818,0.34,0.2836,64
6288,Spring,1,6,13,0,6,0,Clear or partly cloudy,0.72,0.6515,0.34,0.1642,617
6289,Spring,1,4,7,0,5,1,Clear or partly cloudy,0.3,0.2879,0.49,0.2836,246
6290,Summer,1,7,10,0,1,1,Clear or partly cloudy,0.8,0.7273,0.43,0.2537,174
6291,Summer,0,7,14,0,6,0,Clear or partly cloudy,0.74,0.6667,0.45,0.2985,433
6292,Fall,0,10,9,0,0,0,Clear or partly cloudy,0.5,0.4848,0.45,0.2239,190
6293,Spring,1,3,11,0,2,1,Clear or partly cloudy,0.3,0.303,0.31,0.1642,175
6294,Winter,1,2,1,0,2,1,Clear or partly cloudy,0.38,0.3939,0.62,0.1642,6
6295,Fall,0,9,5,0,6,0,Misty and/or cloudy,0.56,0.5303,0.94,0.1045,5
6296,Winter,1,1,3,0,5,1,Clear or partly cloudy,0.36,0.3333,0.87,0.2537,7
6297,Summer,1,missing,16,0,6,0,Clear or partly cloudy,0.84,0.7121,0.26,0.2985,513
6298,Summer,0,9,3,0,4,1,Clear or partly cloudy,0.62,0.5909,0.73,0.0896,8
6299,Spring,0,5,23,0,6,0,Clear or partly cloudy,0.58,0.5455,0.78,0.0896,145
6300,Winter,1,2,21,0,4,1,Clear or partly cloudy,0.3,0.3182,0.52,0.0896,177
6301,Spring,1,4,12,0,0,0,Light snow or light rain,0.38,0.3939,0.87,0.3284,61
6302,Spring,0,6,13,0,6,0,Clear or partly cloudy,0.8,0.7576,0.55,0.194,387
6303,Fall,1,11,16,0,4,1,Clear or partly cloudy,0.42,0.4242,0.16,0.3881,339
6304,Spring,0,5,16,0,0,0,Clear or partly cloudy,0.68,0.6364,0.61,0.1343,273
6305,Summer,0,7,20,0,0,0,Light snow or light rain,0.66,0.6061,0.83,0.0,176
6306,Summer,1,9,20,0,3,1,Clear or partly cloudy,0.62,0.6212,0.57,0.1343,470
6307,Summer,0,7,19,0,2,1,Clear or partly cloudy,0.8,0.7727,0.59,0.1343,368
6308,Fall,0,10,13,0,2,1,Clear or partly cloudy,0.56,0.5303,0.37,0.3881,198
6309,Winter,1,12,4,0,5,1,Misty and/or cloudy,0.36,0.3182,0.71,0.4925,6
6310,Winter,1,1,10,0,2,1,Clear or partly cloudy,0.16,0.1212,0.47,0.4627,60
6311,Summer,1,8,2,0,4,1,Clear or partly cloudy,0.62,0.5909,0.73,0.0,17
6312,Spring,0,6,7,0,2,1,Misty and/or cloudy,0.64,0.6061,0.69,0.194,334
6313,Spring,0,5,3,0,5,1,Misty and/or cloudy,0.5,0.4848,0.88,0.1343,4
6314,Spring,1,5,9,0,0,0,Clear or partly cloudy,0.66,0.6061,0.83,0.2239,270
6315,Winter,1,2,0,0,5,1,Misty and/or cloudy,0.28,0.303,0.65,0.0896,43
6316,Fall,0,11,15,0,5,1,Clear or partly cloudy,0.34,0.3333,0.29,0.1343,178
6317,Fall,1,9,5,0,0,0,Clear or partly cloudy,0.46,0.4545,0.59,0.2537,6
6318,Spring,1,6,17,0,5,1,Clear or partly cloudy,0.74,0.6515,0.37,0.2836,823
6319,Spring,0,4,14,0,2,1,Misty and/or cloudy,0.54,0.5152,0.64,0.194,107
6320,Winter,1,3,11,0,1,1,Clear or partly cloudy,0.56,0.5303,0.68,0.1642,201
6321,Winter,1,2,9,0,6,0,Light snow or light rain,0.22,0.197,0.75,0.3284,122
6322,Spring,0,5,9,0,0,0,Misty and/or cloudy,0.62,0.5455,0.94,0.2537,152
6323,Spring,0,5,4,0,0,0,Clear or partly cloudy,0.6,0.5455,0.88,0.0896,23
6324,Spring,1,6,1,0,5,1,Clear or partly cloudy,0.64,0.6212,0.53,0.2239,34
6325,Summer,1,7,3,0,6,0,Light snow or light rain,0.6,0.5455,0.88,0.2537,25
6326,Fall,1,12,23,0,0,0,Misty and/or cloudy,0.42,0.4242,0.82,0.1343,51
6327,Spring,0,4,8,1,5,0,Clear or partly cloudy,0.44,0.4394,0.62,0.2985,300
6328,Fall,0,10,5,0,1,1,Misty and/or cloudy,0.36,0.3636,0.76,0.1045,21
6329,Summer,0,7,12,0,2,1,Clear or partly cloudy,0.84,0.7273,0.28,0.0,147
6330,Spring,1,4,14,0,4,1,Misty and/or cloudy,0.54,0.5152,0.77,0.194,169
6331,Summer,0,9,7,0,3,1,Clear or partly cloudy,0.6,0.5606,0.83,0.1045,370
6332,Spring,1,6,11,0,2,1,Light snow or light rain,0.66,0.6061,0.83,0.3582,65
6333,Summer,1,7,13,0,5,1,Misty and/or cloudy,0.8,0.7121,0.38,0.1343,374
6334,Summer,0,8,21,0,3,1,Clear or partly cloudy,0.76,0.6667,0.33,0.1045,209
6335,Winter,0,1,17,0,6,0,Clear or partly cloudy,0.16,0.1212,0.37,0.5522,69
6336,Spring,1,4,4,0,3,1,Misty and/or cloudy,0.5,0.4848,0.42,0.2836,7
6337,Summer,0,8,9,0,2,1,Clear or partly cloudy,0.66,0.6212,0.5,0.2239,218
6338,Spring,0,6,18,0,6,0,Misty and/or cloudy,0.74,0.6515,0.3,0.1642,341
6339,Summer,1,6,5,0,6,0,Clear or partly cloudy,0.64,0.5758,0.89,0.1642,10
6340,Spring,1,6,2,0,0,0,Clear or partly cloudy,0.56,0.5303,0.56,0.0896,74
6341,Winter,0,3,4,0,6,0,Clear or partly cloudy,0.24,0.2273,0.65,0.2537,1
6342,Winter,1,2,12,0,5,1,Clear or partly cloudy,0.34,0.3333,0.46,0.1343,216
6343,Summer,1,6,10,0,2,1,Clear or partly cloudy,0.62,0.6212,0.41,0.3582,190
6344,Summer,1,8,9,0,0,0,Clear or partly cloudy,0.8,0.7727,0.59,0.3582,229
6345,Summer,0,7,7,0,6,0,Clear or partly cloudy,0.62,0.5909,0.73,0.1343,52
6346,Spring,1,3,16,0,3,1,Light snow or light rain,0.62,0.6212,0.43,0.0896,221
6347,Spring,0,5,8,0,2,1,Misty and/or cloudy,0.52,0.5,0.94,0.2985,347
6348,Summer,0,6,5,0,3,1,Clear or partly cloudy,0.64,0.5758,0.83,0.194,22
6349,Winter,0,2,19,0,5,1,Clear or partly cloudy,0.3,0.2727,0.52,0.4478,90
6350,Spring,0,5,12,0,1,1,Clear or partly cloudy,0.66,0.6212,0.54,0.0896,209
6351,Spring,1,6,17,0,2,1,Clear or partly cloudy,0.8,0.7576,0.55,0.194,811
6352,Summer,1,6,2,0,4,1,Clear or partly cloudy,0.66,0.6212,0.5,0.0896,13
6353,Winter,1,2,15,0,2,1,Misty and/or cloudy,0.42,0.4242,0.38,0.4478,145
6354,Spring,0,6,0,0,3,1,Clear or partly cloudy,0.66,0.5909,0.89,0.1343,41
6355,Summer,0,9,2,0,0,0,Clear or partly cloudy,0.44,0.4394,0.82,0.2537,89
6356,Winter,1,1,7,0,6,0,Clear or partly cloudy,0.22,0.2273,0.87,0.194,20
6357,Spring,1,4,16,0,4,1,Clear or partly cloudy,0.5,0.4848,0.31,0.194,402
6358,Winter,0,2,4,0,3,1,Light snow or light rain,0.22,0.2121,0.93,0.2836,1
6359,Winter,1,3,14,0,6,0,Clear or partly cloudy,0.62,0.6212,0.53,0.0896,690
6360,Summer,0,7,8,0,1,1,Clear or partly cloudy,0.74,0.697,0.66,0.2836,420
6361,Winter,0,12,9,0,6,0,Clear or partly cloudy,0.38,0.3939,0.76,0.0,90
6362,Fall,1,12,23,0,3,1,Misty and/or cloudy,0.28,0.2727,0.56,0.2239,79
6363,Spring,0,4,4,0,3,1,Clear or partly cloudy,0.24,0.2424,0.65,0.1343,1
6364,Fall,0,11,20,0,0,0,Clear or partly cloudy,0.5,0.4848,0.31,0.3582,139
6365,Spring,0,4,8,0,2,1,Misty and/or cloudy,0.5,0.4848,0.68,0.1343,351
6366,Fall,1,12,7,0,5,1,Light snow or light rain,0.28,0.2727,0.81,0.1642,215
6367,Summer,1,8,17,0,6,0,Clear or partly cloudy,0.76,0.6667,0.37,0.2239,635
6368,Spring,0,4,3,0,4,1,Misty and/or cloudy,0.46,0.4545,0.51,0.4627,7
6369,Winter,1,1,11,0,3,1,Clear or partly cloudy,0.3,0.2727,0.42,0.3881,114
6370,Spring,1,4,15,0,4,1,Clear or partly cloudy,0.5,0.4848,0.31,0.1045,269
6371,Summer,1,8,11,0,1,1,Clear or partly cloudy,0.66,0.6212,0.65,0.1045,241
6372,Summer,0,8,4,0,5,1,Clear or partly cloudy,0.64,0.5758,0.83,0.0,8
6373,Spring,0,4,16,0,6,0,Clear or partly cloudy,0.6,0.5909,0.73,0.2836,426
6374,Summer,1,6,6,0,4,1,Clear or partly cloudy,0.62,0.6212,0.57,0.0896,193
6375,Fall,1,11,9,0,3,1,Clear or partly cloudy,0.28,0.2727,0.52,0.194,322
6376,Fall,0,11,6,0,0,0,Misty and/or cloudy,0.42,0.4242,0.67,0.2537,9
6377,Winter,0,2,15,0,5,1,Clear or partly cloudy,0.66,0.6212,0.36,0.3284,172
6378,Summer,1,9,13,0,5,1,Clear or partly cloudy,0.8,0.7727,0.59,0.2537,354
6379,Summer,1,8,22,0,0,0,Clear or partly cloudy,0.72,0.697,0.79,0.0896,157
6380,Winter,0,1,9,0,1,1,Clear or partly cloudy,0.06,0.1515,0.41,0.0,102
6381,Spring,0,5,15,0,0,0,Clear or partly cloudy,0.6,0.6212,0.49,0.0,358
6382,Winter,0,1,23,0,2,1,Misty and/or cloudy,0.22,0.2273,0.64,0.1642,40
6383,Summer,0,9,2,0,3,1,Misty and/or cloudy,0.54,0.5152,0.94,0.2239,6
6384,Summer,0,7,17,0,4,1,Clear or partly cloudy,0.84,0.803,0.53,0.194,468
6385,Summer,0,7,14,0,3,1,Clear or partly cloudy,0.76,0.7273,0.66,0.2836,163
6386,Fall,1,missing,19,0,5,1,Clear or partly cloudy,0.34,0.3485,0.53,0.0896,319
6387,Winter,0,1,2,0,5,1,Misty and/or cloudy,0.2,0.2121,0.75,0.1642,2
6388,Summer,1,8,18,0,3,1,Clear or partly cloudy,0.74,0.6667,0.42,0.1642,812
6389,Spring,1,4,19,0,0,0,Clear or partly cloudy,0.52,0.5,0.55,0.2239,346
6390,Spring,1,4,12,0,4,1,Misty and/or cloudy,0.52,0.5,0.83,0.1343,204
6391,Spring,1,5,14,0,5,1,Clear or partly cloudy,0.62,0.6061,0.23,0.2239,334
6392,Fall,1,11,21,0,6,0,missing,0.34,0.3485,0.53,0.1045,166
6393,Summer,0,6,23,0,0,0,Clear or partly cloudy,0.7,0.6515,0.54,0.0896,78
6394,Summer,0,7,16,0,4,1,Clear or partly cloudy,0.76,0.6667,0.33,0.1343,274
6395,Summer,1,8,18,0,0,0,Light snow or light rain,0.7,0.6667,0.74,0.1343,229
6396,Spring,0,6,11,0,4,1,Misty and/or cloudy,0.68,0.6364,0.61,0.2985,150
6397,Spring,1,5,17,0,4,1,Clear or partly cloudy,0.72,0.6667,0.54,0.1343,704
6398,Spring,0,6,7,0,5,1,Clear or partly cloudy,0.6,0.5606,0.83,0.0,250
6399,Fall,0,11,1,0,4,1,Misty and/or cloudy,0.4,0.4091,0.87,0.0,11
6400,Winter,1,3,23,0,5,1,Clear or partly cloudy,0.32,0.303,0.33,0.2985,86
6401,Summer,0,8,17,0,3,1,Misty and/or cloudy,0.7,0.6667,0.79,0.0,425
6402,Winter,0,3,11,0,4,1,Clear or partly cloudy,0.2,0.2273,0.29,0.0896,50
6403,Spring,1,3,13,0,4,1,Clear or partly cloudy,0.46,0.4545,0.44,0.3284,273
6404,Fall,1,10,21,0,6,0,Misty and/or cloudy,0.52,0.5,0.72,0.2239,209
6405,Winter,1,3,6,0,3,1,Clear or partly cloudy,0.44,0.4394,0.82,0.0896,121
6406,Winter,1,3,12,0,1,1,Clear or partly cloudy,0.6,0.6061,0.64,0.2537,282
6407,Spring,0,3,8,0,1,1,Clear or partly cloudy,0.2,0.197,0.34,0.2239,254
6408,Summer,1,8,10,0,5,1,Clear or partly cloudy,0.74,0.2424,0.55,0.1642,231
6409,Summer,1,9,4,0,3,1,Clear or partly cloudy,0.5,0.4848,0.72,0.0896,5
6410,Fall,1,10,9,0,6,0,Clear or partly cloudy,0.6,0.5909,0.73,0.194,395
6411,Fall,0,10,7,0,6,0,Clear or partly cloudy,0.36,0.3636,0.76,0.1045,57
6412,Spring,0,4,4,0,2,1,Light snow or light rain,0.5,0.4848,0.88,0.4925,2
6413,Spring,1,5,13,0,5,1,Clear or partly cloudy,0.6,0.6061,0.26,0.3881,363
6414,Spring,0,6,18,0,3,1,Light snow or light rain,0.82,0.7879,0.56,0.3881,309
6415,Spring,1,6,6,0,5,1,Clear or partly cloudy,0.54,0.5152,0.83,0.1343,151
6416,Spring,0,6,14,0,3,1,Clear or partly cloudy,0.74,0.6515,0.28,0.0,178
6417,Fall,0,10,5,0,2,1,Clear or partly cloudy,0.38,0.3939,0.87,0.1343,24
6418,Fall,0,11,6,0,2,1,Clear or partly cloudy,0.32,0.3182,0.81,0.194,93
6419,Summer,1,7,3,0,4,1,Clear or partly cloudy,0.64,0.6061,0.69,0.1045,10
6420,Spring,1,3,7,0,4,1,Misty and/or cloudy,0.48,0.4697,1.0,0.0896,361
6421,Fall,1,10,23,0,5,1,Clear or partly cloudy,0.36,0.3485,0.57,0.194,100
6422,Winter,0,3,16,0,4,1,Clear or partly cloudy,0.5,0.4848,0.48,0.2836,142
6423,Summer,1,6,0,0,6,0,Light snow or light rain,0.64,0.5758,0.89,0.1642,69
6424,Fall,1,11,3,0,0,0,Clear or partly cloudy,0.22,0.2727,0.44,0.0,8
6425,Fall,1,12,13,0,6,0,Clear or partly cloudy,0.38,0.3939,0.54,0.2537,456
6426,Fall,0,10,22,0,6,0,Clear or partly cloudy,0.5,0.4848,0.77,0.0,149
6427,Summer,0,9,9,0,5,1,Misty and/or cloudy,0.62,0.5758,0.83,0.1045,220
6428,Summer,0,9,23,0,0,0,Clear or partly cloudy,0.54,0.5152,0.68,0.194,54
6429,Winter,1,3,12,0,2,1,Clear or partly cloudy,0.6,0.5758,0.78,0.2537,261
6430,Winter,0,2,16,0,2,1,Clear or partly cloudy,0.22,0.1818,0.35,0.5224,83
6431,Winter,0,3,18,0,2,1,Clear or partly cloudy,0.34,0.3333,0.27,0.194,235
6432,Winter,0,1,6,0,1,1,Clear or partly cloudy,0.02,0.0758,0.48,0.0896,15
6433,Summer,0,7,6,0,2,1,Clear or partly cloudy,0.74,0.6818,0.58,0.2239,115
6434,Winter,1,1,5,0,0,0,Clear or partly cloudy,0.28,0.2879,0.81,0.1045,5
6435,Fall,0,11,8,0,1,1,Misty and/or cloudy,0.46,0.4545,0.67,0.194,452
6436,Winter,0,1,7,0,2,1,Clear or partly cloudy,0.12,0.1515,0.74,0.1343,94
6437,Spring,1,4,6,0,2,1,Clear or partly cloudy,0.3,0.3182,0.61,0.0896,100
6438,Summer,1,8,8,0,5,1,Misty and/or cloudy,0.66,0.6212,0.74,0.0,744
6439,Spring,1,6,19,0,2,1,Clear or partly cloudy,0.58,0.5455,0.46,0.2537,513
6440,Spring,1,5,0,0,2,1,Misty and/or cloudy,0.56,0.5303,0.88,0.1343,32
6441,Spring,0,5,1,0,0,0,Misty and/or cloudy,0.52,0.5,1.0,0.1045,47
6442,Fall,1,9,21,0,4,1,Light snow or light rain,0.62,0.5758,0.83,0.2985,253
6443,Fall,1,11,0,0,2,1,Misty and/or cloudy,0.52,0.5,0.83,0.2836,23
6444,Fall,0,10,22,0,3,1,Misty and/or cloudy,0.58,0.5455,0.94,0.3582,107
6445,Spring,1,3,6,0,6,0,Misty and/or cloudy,0.36,0.3485,0.87,0.1642,23
6446,Summer,0,8,3,0,4,1,Light snow or light rain,0.66,0.5909,0.94,0.0896,3
6447,Winter,0,3,2,0,6,0,Misty and/or cloudy,0.3,0.2879,0.87,0.194,20
6448,Spring,0,6,15,0,3,1,Clear or partly cloudy,0.92,0.8788,0.4,0.1642,128
6449,Winter,0,3,16,0,0,0,Light snow or light rain,0.36,0.3333,1.0,0.2836,11
6450,Summer,1,9,6,0,3,1,Clear or partly cloudy,0.7,0.6667,0.79,0.2836,210
6451,Fall,0,11,17,0,6,0,Clear or partly cloudy,0.5,0.4848,0.34,0.2537,285
6452,Spring,0,6,19,0,0,0,Clear or partly cloudy,0.68,0.6364,0.65,0.1642,357
6453,Spring,1,5,19,0,3,1,Misty and/or cloudy,0.62,0.5758,0.83,0.1642,376
6454,Winter,1,3,0,0,0,0,Clear or partly cloudy,0.26,0.2879,0.44,0.0896,69
6455,Fall,1,12,0,0,2,1,Light snow or light rain,missing,0.4545,0.77,0.4627,31
6456,Summer,0,9,4,0,0,0,Clear or partly cloudy,0.44,0.4394,0.77,0.2239,1
6457,Winter,1,1,18,1,1,0,Clear or partly cloudy,0.26,0.2424,0.33,0.2537,126
6458,Summer,1,8,9,0,3,1,Clear or partly cloudy,0.68,0.6364,0.65,0.0,376
6459,Summer,1,7,2,0,4,1,Clear or partly cloudy,0.66,0.6212,0.69,0.2537,21
6460,Summer,1,8,0,0,0,0,Clear or partly cloudy,0.64,0.5758,0.89,0.2537,134
6461,Summer,0,8,12,0,1,1,Misty and/or cloudy,0.68,0.6364,0.44,0.1642,207
6462,Fall,0,11,4,0,3,1,Light snow or light rain,0.52,0.5,0.88,0.3582,5
6463,Fall,1,12,23,0,6,0,Misty and/or cloudy,0.36,0.3485,0.62,0.1343,119
6464,Winter,0,2,22,0,5,1,Clear or partly cloudy,0.2,0.2273,0.64,0.0896,43
6465,Spring,0,4,12,0,1,1,Misty and/or cloudy,0.56,0.5303,0.49,0.0896,184
6466,Fall,1,10,20,0,6,0,Clear or partly cloudy,0.5,0.4848,0.39,0.2239,259
6467,Winter,1,1,2,0,5,1,Clear or partly cloudy,0.42,0.4242,0.94,0.1343,13
6468,Fall,0,9,6,0,5,1,Clear or partly cloudy,0.52,0.5,0.83,0.2239,98
6469,Summer,0,6,7,0,5,1,Misty and/or cloudy,0.66,0.6061,0.83,0.2239,268
6470,Fall,1,11,9,0,4,1,Clear or partly cloudy,0.24,0.2879,0.6,0.0,299
6471,Spring,0,3,15,0,4,1,Misty and/or cloudy,0.3,0.2879,0.7,0.2537,90
6472,Spring,1,5,15,0,1,1,Misty and/or cloudy,0.62,0.5909,0.73,0.1642,196
6473,Winter,1,2,4,0,0,0,Clear or partly cloudy,0.24,0.2273,0.41,0.194,6
6474,Fall,0,12,21,0,6,0,Misty and/or cloudy,0.3,0.3182,0.61,0.0896,109
6475,Summer,1,7,8,0,4,1,Clear or partly cloudy,0.68,0.6364,0.65,0.1343,702
6476,Summer,0,9,2,0,4,1,Clear or partly cloudy,0.58,0.5455,0.78,0.0896,25
